description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Add Rune - Sur x10	1			100					11	y01	"r29,qty=10"						useitem				RB-High			640	640																																																																															0
Add Rune - Ber x10	1			100					11	y01	"r30,qty=10"						useitem				RB-High			1280	1280																																																																															0
Add Rune - Jah x10	1			100					11	y01	"r31,qty=10"						useitem				RB-High			2560	2560																																																																															0
Add Rune - Cham x10	1			100					11	y01	"r32,qty=10"						useitem				RB-High			5120	5120																																																																															0
Add Rune - Zod x10	1			100					11	y01	"r33,qty=10"						useitem				RB-High			10240	10240																																																																															0
Remove Rune - El	1			100	15	362	1		2	y01	y09						useitem				RB-Low			-1	-1																					y09																													r01																													0
Remove Rune - Eld	1			100	15	362	2		2	y01	y10						useitem				RB-Low			-2	-2																					y10																													r02																													0
Remove Rune - Tir	1			100	15	362	4		2	y01	y11						useitem				RB-Low			-4	-4																					y11																													r03																													0
Remove Rune - Nef	1			100	15	362	8		2	y01	y12						useitem				RB-Low			-8	-8																					y12																													r04																													0
Remove Rune - Eth	1			100	15	362	16		2	y01	y13						useitem				RB-Low			-16	-16																					y13																													r05																													0
Remove Rune - Ith	1			100	15	362	32		2	y01	y14						useitem				RB-Low			-32	-32																					y14																													r06																													0
Remove Rune - Tal	1			100	15	362	64		2	y01	y15						useitem				RB-Low			-64	-64																					y15																													r07																													0
Remove Rune - Ral	1			100	15	362	128		2	y01	y16						useitem				RB-Low			-128	-128																					y16																													r08																													0
Remove Rune - Ort	1			100	15	362	256		2	y01	y17						useitem				RB-Low			-256	-256																					y17																													r09																													0
Remove Rune - Thul	1			100	15	362	512		2	y01	y18						useitem				RB-Low			-512	-512																					y18																													r10																													0
Remove Rune - Amn	1			100	15	362	1024		2	y01	y19						useitem				RB-Low			-1024	-1024																					y19																													r11																													0
Remove Rune - Sol	1			100	15	363	1		2	y01	y20						useitem				RB-Mid			-1	-1																					y20																													r12																													0
Remove Rune - Shael	1			100	15	363	2		2	y01	y21						useitem				RB-Mid			-2	-2																					y21																													r13																													0
Remove Rune - Dol	1			100	15	363	4		2	y01	y22						useitem				RB-Mid			-4	-4																					y22																													r14																													0
Remove Rune - Hel	1			100	15	363	8		2	y01	y23						useitem				RB-Mid			-8	-8																					y23																													r15																													0
Remove Rune - Io	1			100	15	363	16		2	y01	y24						useitem				RB-Mid			-16	-16																					y24																													r16																													0
Remove Rune - Lum	1			100	15	363	32		2	y01	y25						useitem				RB-Mid			-32	-32																					y25																													r17																													0
Remove Rune - Ko	1			100	15	363	64		2	y01	y26						useitem				RB-Mid			-64	-64																					y26																													r18																													0
Remove Rune - Fal	1			100	15	363	128		2	y01	y27						useitem				RB-Mid			-128	-128																					y27																													r19																													0
Remove Rune - Lem	1			100	15	363	256		2	y01	y28						useitem				RB-Mid			-256	-256																					y28																													r20																													0
Remove Rune - Pul	1			100	15	363	512		2	y01	y29						useitem				RB-Mid			-512	-512																					y29																													r21																													0
Remove Rune - Um	1			100	15	363	1024		2	y01	y30						useitem				RB-Mid			-1024	-1024																					y30																													r22																													0
Remove Rune - Mal	1			100	15	364	1		2	y01	y31						useitem				RB-High			-1	-1																					y31																													r23																													0
Remove Rune - Ist	1			100	15	364	2		2	y01	y32						useitem				RB-High			-2	-2																					y32																													r24																													0
Remove Rune - Gul	1			100	15	364	4		2	y01	y33						useitem				RB-High			-4	-4																					y33																													r25																													0
Remove Rune - Vex	1			100	15	364	8		2	y01	y34						useitem				RB-High			-8	-8																					y34																													r26																													0
Remove Rune - Ohm	1			100	15	364	16		2	y01	y35						useitem				RB-High			-16	-16																					y35																													r27																													0
Remove Rune - Lo	1			100	15	364	32		2	y01	y36						useitem				RB-High			-32	-32																					y36																													r28																													0
Remove Rune - Sur	1			100	15	364	64		2	y01	y37						useitem				RB-High			-64	-64																					y37																													r29																													0
Remove Rune - Ber	1			100	15	364	128		2	y01	y38						useitem				RB-High			-128	-128																					y38																													r30																													0
Remove Rune - Jah	1			100	15	364	256		2	y01	y39						useitem				RB-High			-256	-256																					y39																													r31																													0
Remove Rune - Cham	1			100	15	364	512		2	y01	y40						useitem				RB-High			-512	-512																					y40																													r32																													0
Remove Rune - Zod	1			100	15	364	1024		2	y01	y41						useitem				RB-High			-1024	-1024																					y41																													r33																													0
Rune Cycle - El	1			100					1	y09							y10																																																																																							0
Rune Cycle - Eld	1			100					1	y10							y11																																																																																							0
Rune Cycle - Tir	1			100					1	y11							y12																																																																																							0
Rune Cycle - Nef	1			100					1	y12							y13																																																																																							0
Rune Cycle - Eth	1			100					1	y13							y14																																																																																							0
Rune Cycle - Ith	1			100					1	y14							y15																																																																																							0
Rune Cycle - Tal	1			100					1	y15							y16																																																																																							0
Rune Cycle - Ral	1			100					1	y16							y17																																																																																							0
Rune Cycle - Ort	1			100					1	y17							y18																																																																																							0
Rune Cycle - Thul	1			100					1	y18							y19																																																																																							0
Rune Cycle - Amn	1			100					1	y19							y20																																																																																							0
Rune Cycle - Sol	1			100					1	y20							y21																																																																																							0
Rune Cycle - Shael	1			100					1	y21							y22																																																																																							0
Rune Cycle - El	1			100					1	y22							y23																																																																																							0
Rune Cycle - El	1			100					1	y23							y24																																																																																							0
Rune Cycle - El	1			100					1	y24							y25																																																																																							0
Rune Cycle - El	1			100					1	y25							y26																																																																																							0
Rune Cycle - El	1			100					1	y26							y27																																																																																							0
Rune Cycle - El	1			100					1	y27							y28																																																																																							0
Rune Cycle - El	1			100					1	y28							y29																																																																																							0
Rune Cycle - El	1			100					1	y29							y30																																																																																							0
Rune Cycle - El	1			100					1	y30							y31																																																																																							0
Rune Cycle - El	1			100					1	y31							y32																																																																																							0
Rune Cycle - El	1			100					1	y32							y33																																																																																							0
Rune Cycle - El	1			100					1	y33							y34																																																																																							0
Rune Cycle - El	1			100					1	y34							y35																																																																																							0
Rune Cycle - El	1			100					1	y35							y36																																																																																							0
Rune Cycle - El	1			100					1	y36							y37																																																																																							0
Rune Cycle - El	1			100					1	y37							y38																																																																																							0
Rune Cycle - El	1			100					1	y38							y39																																																																																							0
Rune Cycle - El	1			100					1	y39							y40																																																																																							0
Rune Cycle - El	1			100					1	y40							y41																																																																																							0
Rune Cycle - El	1			100					1	y41							y09																																																																																							0
Add Gem x1	1			100					2	y01	gem						useitem				GB-Total			1	1																																																																															0
Add Gem x2	1			100					3	y01	"gem,qty=2"						useitem				GB-Total			2	2																																																																															0
Add Gem x3	1			100					4	y01	"gem,qty=3"						useitem				GB-Total			3	3																																																																															0
Add Gem x4	1			100					5	y01	"gem,qty=4"						useitem				GB-Total			4	4																																																																															0
Add Gem x5	1			100					6	y01	"gem,qty=5"						useitem				GB-Total			5	5																																																																															0
Add Gem x6	1			100					7	y01	"gem,qty=6"						useitem				GB-Total			6	6																																																																															0
Add Gem x7	1			100					8	y01	"gem,qty=7"						useitem				GB-Total			7	7																																																																															0
Add Gem x8	1			100					9	y01	"gem,qty=8"						useitem				GB-Total			8	8																																																																															0
Add Gem x9	1			100					10	y01	"gem,qty=9"						useitem				GB-Total			9	9																																																																															0
Add Gem x10	1			100					11	y01	"gem,qty=10"						useitem				GB-Total			10	10																																																																															0
Add Gem x11	1			100					12	y01	"gem,qty=11"						useitem				GB-Total			11	11																																																																															0
Add Gem x12	1			100					13	y01	"gem,qty=12"						useitem				GB-Total			12	12																																																																															0
Add Gem x13	1			100					14	y01	"gem,qty=13"						useitem				GB-Total			13	13																																																																															0
Add Gem x14	1			100					15	y01	"gem,qty=14"						useitem				GB-Total			14	14																																																																															0
Add Gem x15	1			100					16	y01	"gem,qty=15"						useitem				GB-Total			15	15																																																																															0
Add Gem x16	1			100					17	y01	"gem,qty=16"						useitem				GB-Total			16	16																																																																															0
Add Gem x17	1			100					18	y01	"gem,qty=17"						useitem				GB-Total			17	17																																																																															0
Add Gem x18	1			100					19	y01	"gem,qty=18"						useitem				GB-Total			18	18																																																																															0
Add Gem x19	1			100					20	y01	"gem,qty=19"						useitem				GB-Total			19	19																																																																															0
Add Gem x20	1			100					21	y01	"gem,qty=20"						useitem				GB-Total			20	20																																																																															0
Add Gem x21	1			100					22	y01	"gem,qty=21"						useitem				GB-Total			21	21																																																																															0
Add Gem x22	1			100					23	y01	"gem,qty=22"						useitem				GB-Total			22	22																																																																															0
Add Gem x23	1			100					24	y01	"gem,qty=23"						useitem				GB-Total			23	23																																																																															0
Add Gem x24	1			100					25	y01	"gem,qty=24"						useitem				GB-Total			24	24																																																																															0
Add Gem x25	1			100					26	y01	"gem,qty=25"						useitem				GB-Total			25	25																																																																															0
Add Gem x26	1			100					27	y01	"gem,qty=26"						useitem				GB-Total			26	26																																																																															0
Add Gem x27	1			100					28	y01	"gem,qty=27"						useitem				GB-Total			27	27																																																																															0
Add Gem x28	1			100					29	y01	"gem,qty=28"						useitem				GB-Total			28	28																																																																															0
Add Gem x29	1			100					30	y01	"gem,qty=29"						useitem				GB-Total			29	29																																																																															0
Add Gem x30	1			100					31	y01	"gem,qty=30"						useitem				GB-Total			30	30																																																																															0
Add Gem x31	1			100					32	y01	"gem,qty=31"						useitem				GB-Total			31	31																																																																															0
Add Gem x32	1			100					33	y01	"gem,qty=32"						useitem				GB-Total			32	32																																																																															0
Add Gem x33	1			100					34	y01	"gem,qty=33"						useitem				GB-Total			33	33																																																																															0
Add Gem x34	1			100					35	y01	"gem,qty=34"						useitem				GB-Total			34	34																																																																															0
Add Gem x35	1			100					36	y01	"gem,qty=35"						useitem				GB-Total			35	35																																																																															0
Add Gem x36	1			100					37	y01	"gem,qty=36"						useitem				GB-Total			36	36																																																																															0
Add Gem x37	1			100					38	y01	"gem,qty=37"						useitem				GB-Total			37	37																																																																															0
Add Gem x38	1			100					39	y01	"gem,qty=38"						useitem				GB-Total			38	38																																																																															0
Add Gem x39	1			100					40	y01	"gem,qty=39"						useitem				GB-Total			39	39																																																																															0
Add Gem x40	1			100					41	y01	"gem,qty=40"						useitem				GB-Total			40	40																																																																															0
Add Gem x41	1			100					42	y01	"gem,qty=41"						useitem				GB-Total			41	41																																																																															0
Add Gem x42	1			100					43	y01	"gem,qty=42"						useitem				GB-Total			42	42																																																																															0
Add Gem x43	1			100					44	y01	"gem,qty=43"						useitem				GB-Total			43	43																																																																															0
Add Gem x44	1			100					45	y01	"gem,qty=44"						useitem				GB-Total			44	44																																																																															0
Add Gem x45	1			100					46	y01	"gem,qty=45"						useitem				GB-Total			45	45																																																																															0
Add Gem x46	1			100					47	y01	"gem,qty=46"						useitem				GB-Total			46	46																																																																															0
Add Gem x47	1			100					48	y01	"gem,qty=47"						useitem				GB-Total			47	47																																																																															0
Add Gem x48	1			100					49	y01	"gem,qty=48"						useitem				GB-Total			48	48																																																																															0
Add Gem x49	1			100					50	y01	"gem,qty=49"						useitem				GB-Total			49	49																																																																															0
Add Gem x50	1			100					51	y01	"gem,qty=50"						useitem				GB-Total			50	50																																																																															0
Remove Gem - Amethyst	1			100	15	361	1		2	y01	y02						useitem				GB-Total			-1	-1																					y02																													gpv																													0
Remove Gem - Topaz	1			100	15	361	1		2	y01	y03						useitem				GB-Total			-1	-1																					y03																													gpy																													0
Remove Gem - Sapphire	1			100	15	361	1		2	y01	y04						useitem				GB-Total			-1	-1																					y04																													gpb																													0
Remove Gem - Emerald	1			100	15	361	1		2	y01	y05						useitem				GB-Total			-1	-1																					y05																													gpg																													0
Remove Gem - Ruby	1			100	15	361	1		2	y01	y06						useitem				GB-Total			-1	-1																					y06																													gpr																													0
Remove Gem - Diamond	1			100	15	361	1		2	y01	y07						useitem				GB-Total			-1	-1																					y07																													gpw																													0
Remove Gem - Skull	1			100	15	361	1		2	y01	y08						useitem				GB-Total			-1	-1																					y08																													skz																													0
Add Key - Terror	1			100					2	y01	pk1						useitem				KB-Terror			1	1																																																																															0
Add Key - Terror x2	1			100					3	y01	"pk1,qty=2"						useitem				KB-Terror			2	2																																																																															0
Add Key - Terror x3	1			100					4	y01	"pk1,qty=3"						useitem				KB-Terror			3	3																																																																															0
Add Key - Terror x4	1			100					5	y01	"pk1,qty=4"						useitem				KB-Terror			4	4																																																																															0
Add Key - Terror x5	1			100					6	y01	"pk1,qty=5"						useitem				KB-Terror			5	5																																																																															0
Add Key - Terror x6	1			100					7	y01	"pk1,qty=6"						useitem				KB-Terror			6	6																																																																															0
Add Key - Terror x7	1			100					8	y01	"pk1,qty=7"						useitem				KB-Terror			7	7																																																																															0
Add Key - Terror x8	1			100					9	y01	"pk1,qty=8"						useitem				KB-Terror			8	8																																																																															0
Add Key - Terror x9	1			100					10	y01	"pk1,qty=9"						useitem				KB-Terror			9	9																																																																															0
Add Key - Terror x10	1			100					11	y01	"pk1,qty=10"						useitem				KB-Terror			10	10																																																																															0
Add Key - Hate	1			100					2	y01	pk2						useitem				KB-Hate			1	1																																																																															0
Add Key - Hate x2	1			100					3	y01	"pk2,qty=2"						useitem				KB-Hate			2	2																																																																															0
Add Key - Hate x3	1			100					4	y01	"pk2,qty=3"						useitem				KB-Hate			3	3																																																																															0
Add Key - Hate x4	1			100					5	y01	"pk2,qty=4"						useitem				KB-Hate			4	4																																																																															0
Add Key - Hate x5	1			100					6	y01	"pk2,qty=5"						useitem				KB-Hate			5	5																																																																															0
Add Key - Hate x6	1			100					7	y01	"pk2,qty=6"						useitem				KB-Hate			6	6																																																																															0
Add Key - Hate x7	1			100					8	y01	"pk2,qty=7"						useitem				KB-Hate			7	7																																																																															0
Add Key - Hate x8	1			100					9	y01	"pk2,qty=8"						useitem				KB-Hate			8	8																																																																															0
Add Key - Hate x9	1			100					10	y01	"pk2,qty=9"						useitem				KB-Hate			9	9																																																																															0
Add Key - Hate x10	1			100					11	y01	"pk2,qty=10"						useitem				KB-Hate			10	10																																																																															0
Add Key - Destruction	1			100					2	y01	pk3						useitem				KB-Dest			1	1																																																																															0
Add Key - Destruction x2	1			100					3	y01	"pk3,qty=2"						useitem				KB-Dest			2	2																																																																															0
Add Key - Destruction x3	1			100					4	y01	"pk3,qty=3"						useitem				KB-Dest			3	3																																																																															0
Add Key - Destruction x4	1			100					5	y01	"pk3,qty=4"						useitem				KB-Dest			4	4																																																																															0
Add Key - Destruction x5	1			100					6	y01	"pk3,qty=5"						useitem				KB-Dest			5	5																																																																															0
Add Key - Destruction x6	1			100					7	y01	"pk3,qty=6"						useitem				KB-Dest			6	6																																																																															0
Add Key - Destruction x7	1			100					8	y01	"pk3,qty=7"						useitem				KB-Dest			7	7																																																																															0
Add Key - Destruction x8	1			100					9	y01	"pk3,qty=8"						useitem				KB-Dest			8	8																																																																															0
Add Key - Destruction x9	1			100					10	y01	"pk3,qty=9"						useitem				KB-Dest			9	9																																																																															0
Add Key - Destruction x10	1			100					11	y01	"pk3,qty=10"						useitem				KB-Dest			10	10																																																																															0
Remove Key - Terror	1			100	15	365	1		2	y01	y42						useitem				KB-Terror			-1	-1																					y42																													pk1																													0
Remove Key - Hate	1			100	15	366	1		2	y01	y43						useitem				KB-Hate			-1	-1																					y43																													pk2																													0
Remove Key - Destruction	1			100	15	367	1		2	y01	y44						useitem				KB-Dest			-1	-1																					y44																													pk3																													0
Remove Organ - Diablo	1			100	15	368	1		2	y01	y45						useitem				OB-Diablo			-1	-1																					y45																													dhn																													0
Remove Organ - Baal	1			100	15	369	1		2	y01	y46						useitem				OB-Baal			-1	-1																					y46																													bey																													0
Remove Organ - Mephisto	1			100	15	370	1		2	y01	y47						useitem				OB-Meph			-1	-1																					y47																													mbr																													0
Cycle Gem Remover - Amethyst	1			100					1	y02							y03																																																																																							0
Cycle Gem Remover - Amethyst	1			100					1	y03							y04																																																																																							0
Cycle Gem Remover - Amethyst	1			100					1	y04							y05																																																																																							0
Cycle Gem Remover - Amethyst	1			100					1	y05							y06																																																																																							0
Cycle Gem Remover - Amethyst	1			100					1	y06							y07																																																																																							0
Cycle Gem Remover - Amethyst	1			100					1	y07							y08																																																																																							0
Cycle Gem Remover - Amethyst	1			100					1	y08							y02																																																																																							0
Add Organ - Diablo	1			100					2	y01	dhn						useitem				OB-Diablo			1	1																																																																															0
Add Organ - Diablo x2	1			100					3	y01	"dhn,qty=2"						useitem				OB-Diablo			2	2																																																																															0
Add Organ - Diablo x3	1			100					4	y01	"dhn,qty=3"						useitem				OB-Diablo			3	3																																																																															0
Add Organ - Diablo x4	1			100					5	y01	"dhn,qty=4"						useitem				OB-Diablo			4	4																																																																															0
Add Organ - Diablo x5	1			100					6	y01	"dhn,qty=5"						useitem				OB-Diablo			5	5																																																																															0
Add Organ - Diablo x6	1			100					7	y01	"dhn,qty=6"						useitem				OB-Diablo			6	6																																																																															0
Add Organ - Diablo x7	1			100					8	y01	"dhn,qty=7"						useitem				OB-Diablo			7	7																																																																															0
Add Organ - Diablo x8	1			100					9	y01	"dhn,qty=8"						useitem				OB-Diablo			8	8																																																																															0
Add Organ - Diablo x9	1			100					10	y01	"dhn,qty=9"						useitem				OB-Diablo			9	9																																																																															0
Add Organ - Diablo x10	1			100					11	y01	"dhn,qty=10"						useitem				OB-Diablo			10	10																																																																															0
Add Organ - Baal	1			100					2	y01	bey						useitem				OB-Baal			1	1																																																																															0
Add Organ - Baal x2	1			100					3	y01	"bey,qty=2"						useitem				OB-Baal			2	2																																																																															0
Add Organ - Baal x3	1			100					4	y01	"bey,qty=3"						useitem				OB-Baal			3	3																																																																															0
Add Organ - Baal x4	1			100					5	y01	"bey,qty=4"						useitem				OB-Baal			4	4																																																																															0
Add Organ - Baal x5	1			100					6	y01	"bey,qty=5"						useitem				OB-Baal			5	5																																																																															0
Add Organ - Baal x6	1			100					7	y01	"bey,qty=6"						useitem				OB-Baal			6	6																																																																															0
Add Organ - Baal x7	1			100					8	y01	"bey,qty=7"						useitem				OB-Baal			7	7																																																																															0
Add Organ - Baal x8	1			100					9	y01	"bey,qty=8"						useitem				OB-Baal			8	8																																																																															0
Add Organ - Baal x9	1			100					10	y01	"bey,qty=9"						useitem				OB-Baal			9	9																																																																															0
Add Organ - Baal x10	1			100					11	y01	"bey,qty=10"						useitem				OB-Baal			10	10																																																																															0
Add Organ - Mephisto	1			100					2	y01	mbr						useitem				OB-Meph			1	1																																																																															0
Add Organ - Mephisto x2	1			100					3	y01	"mbr,qty=2"						useitem				OB-Meph			2	2																																																																															0
Add Organ - Mephisto x3	1			100					4	y01	"mbr,qty=3"						useitem				OB-Meph			3	3																																																																															0
Add Organ - Mephisto x4	1			100					5	y01	"mbr,qty=4"						useitem				OB-Meph			4	4																																																																															0
Add Organ - Mephisto x5	1			100					6	y01	"mbr,qty=5"						useitem				OB-Meph			5	5																																																																															0
Add Organ - Mephisto x6	1			100					7	y01	"mbr,qty=6"						useitem				OB-Meph			6	6																																																																															0
Add Organ - Mephisto x7	1			100					8	y01	"mbr,qty=7"						useitem				OB-Meph			7	7																																																																															0
Add Organ - Mephisto x8	1			100					9	y01	"mbr,qty=8"						useitem				OB-Meph			8	8																																																																															0
Add Organ - Mephisto x9	1			100					10	y01	"mbr,qty=9"						useitem				OB-Meph			9	9																																																																															0
Add Organ - Mephisto x10	1			100					11	y01	"mbr,qty=10"						useitem				OB-Meph			10	10																																																																															0
Key Cycle - Terror	1			100					1	y42							y43																																																																																							0
Key Cycle - Hate	1			100					1	y43							y44																																																																																							0
Key Cycle - Destruction	1			100					1	y44							y45																																																																																							0
Organ Cycle - Diablo	1			100					1	y45							y46																																																																																							0
Organ Cycle - Baal	1			100					1	y46							y47																																																																																							0
Organ Cycle - Mephisto	1			100					1	y47							y42																																																																																							0
Rune Convert - Low -> Mid	1			100	15	362	2048		2	y01	y48						useitem				RB-Low			-2048	-2048	RB-Mid			1	1																y48																																																										0
Rune Convert - Mid -> High	1			100	15	363	2048		2	y01	y49						useitem				RB-Mid			-2048	-2048	RB-High			1	1																y49																																																										0
Rune Convert - Low <- Mid	1			100	15	363	1		2	y01	y50						useitem				RB-Low			2048	2048	RB-Mid			-1	-1																y50																																																										0
Rune Convert - Mid <- High	1			100	15	364	1		2	y01	y51						useitem				RB-Mid			2048	2048	RB-High			-1	-1																y51																																																										0
Rune Convert Cycle	1			100					1	y48							y49																																																																																							0
Rune Convert Cycle	1			100					1	y49							y50																																																																																							0
Rune Convert Cycle	1			100					1	y50							y51																																																																																							0
Rune Convert Cycle	1			100					1	y51							y48																																																																																							0
Create White Dye	1			100	15	361	50		3	y01	y07	y52					useitem				GB-Total			-50	-50																					y07																													y53																													0
Create Black Dye	1			100	15	361	50		3	y01	y08	y52					useitem				GB-Total			-50	-50																					y08																													y54																													0
Create Blue Dye	1			100	15	361	50		3	y01	y04	y52					useitem				GB-Total			-50	-50																					y04																													y55																													0
Create Red Dye	1			100	15	361	50		3	y01	y06	y52					useitem				GB-Total			-50	-50																					y06																													y56																													0
Create Green Dye	1			100	15	361	50		3	y01	y05	y52					useitem				GB-Total			-50	-50																					y05																													y57																													0
Create Yellow Dye	1			100	15	361	50		3	y01	y03	y52					useitem				GB-Total			-50	-50																					y03																													y58																													0
Create Purple Dye	1			100	15	361	50		3	y01	y02	y52					useitem				GB-Total			-50	-50																					y02																													y59																													0
Weapon Dye - Normal -> White	1			100	18	378	0		2	weap	y53						useitem				CD-White			1	1	state		190	1	1	CD-Tracker			1	1																																																																					0
Weapon Dye - Normal -> Black	1			100	18	378	0		2	weap	y54						useitem				CD-Black			1	1	state		191	1	1	CD-Tracker			2	2																																																																					0
Weapon Dye - Normal -> Blue	1			100	18	378	0		2	weap	y55						useitem				CD-Blue			1	1	state		192	1	1	CD-Tracker			3	3																																																																					0
Weapon Dye - Normal -> Red	1			100	18	378	0		2	weap	y56						useitem				CD-Red			1	1	state		193	1	1	CD-Tracker			4	4																																																																					0
Weapon Dye - Normal -> Green	1			100	18	378	0		2	weap	y57						useitem				CD-Green			1	1	state		194	1	1	CD-Tracker			5	5																																																																					0
Weapon Dye - Normal -> Yellow	1			100	18	378	0		2	weap	y58						useitem				CD-Yellow			1	1	state		195	1	1	CD-Tracker			6	6																																																																					0
Weapon Dye - Normal -> Purple	1			100	18	378	0		2	weap	y59						useitem				CD-Purple			1	1	state		196	1	1	CD-Tracker			7	7																																																																					0
Weapon Dye - White -> Black	1			100	18	378	1		2	weap	y54						useitem				CD-Black			1	1	state		191	1	1	CD-Tracker			1	1	CD-White			-1	-1	state		190	-1	-1																																																											0
Weapon Dye - White -> Blue	1			100	18	378	1		2	weap	y55						useitem				CD-Blue			1	1	state		192	1	1	CD-Tracker			2	2	CD-White			-1	-1	state		190	-1	-1																																																											0
Weapon Dye - White -> Red	1			100	18	378	1		2	weap	y56						useitem				CD-Red			1	1	state		193	1	1	CD-Tracker			3	3	CD-White			-1	-1	state		190	-1	-1																																																											0
Weapon Dye - White -> Green	1			100	18	378	1		2	weap	y57						useitem				CD-Green			1	1	state		194	1	1	CD-Tracker			4	4	CD-White			-1	-1	state		190	-1	-1																																																											0
Weapon Dye - White -> Yellow	1			100	18	378	1		2	weap	y58						useitem				CD-Yellow			1	1	state		195	1	1	CD-Tracker			5	5	CD-White			-1	-1	state		190	-1	-1																																																											0
Weapon Dye - White -> Purple	1			100	18	378	1		2	weap	y59						useitem				CD-Purple			1	1	state		196	1	1	CD-Tracker			6	6	CD-White			-1	-1	state		190	-1	-1																																																											0
Weapon Dye - White -> Clear	1			100	18	378	1		2	weap	y52						useitem				CD-White			-1	-1	state		190	-1	-1	CD-Tracker			-1	-1																																																																					0
Weapon Dye - Black -> Blue	1			100	18	378	2		2	weap	y55						useitem				CD-Blue			1	1	state		192	1	1	CD-Tracker			1	1	CD-Black			-1	-1	state		191	-1	-1																																																											0
Weapon Dye - Black -> Red	1			100	18	378	2		2	weap	y56						useitem				CD-Red			1	1	state		193	1	1	CD-Tracker			2	2	CD-Black			-1	-1	state		191	-1	-1																																																											0
Weapon Dye - Black -> Green	1			100	18	378	2		2	weap	y57						useitem				CD-Green			1	1	state		194	1	1	CD-Tracker			3	3	CD-Black			-1	-1	state		191	-1	-1																																																											0
Weapon Dye - Black -> Yellow	1			100	18	378	2		2	weap	y58						useitem				CD-Yellow			1	1	state		195	1	1	CD-Tracker			4	4	CD-Black			-1	-1	state		191	-1	-1																																																											0
Weapon Dye - Black -> Purple	1			100	18	378	2		2	weap	y59						useitem				CD-Purple			1	1	state		196	1	1	CD-Tracker			5	5	CD-Black			-1	-1	state		191	-1	-1																																																											0
Weapon Dye - Black -> White	1			100	18	378	2		2	weap	y53						useitem				CD-White			1	1	state		190	1	1	CD-Tracker			-1	-1	CD-Black			-1	-1	state		191	-1	-1																																																											0
Weapon Dye - Black -> Clear	1			100	18	378	2		2	weap	y52						useitem				CD-Black			-1	-1	state		191	-1	-1	CD-Tracker			-2	-2																																																																					0
Weapon Dye - Blue -> Red	1			100	18	378	3		2	weap	y56						useitem				CD-Red			1	1	state		193	1	1	CD-Tracker			1	1	CD-Blue			-1	-1	state		192	-1	-1																																																											0
Weapon Dye - Blue -> Green	1			100	18	378	3		2	weap	y57						useitem				CD-Green			1	1	state		194	1	1	CD-Tracker			2	2	CD-Blue			-1	-1	state		192	-1	-1																																																											0
Weapon Dye - Blue -> Yellow	1			100	18	378	3		2	weap	y58						useitem				CD-Yellow			1	1	state		195	1	1	CD-Tracker			3	3	CD-Blue			-1	-1	state		192	-1	-1																																																											0
Weapon Dye - Blue -> Purple	1			100	18	378	3		2	weap	y59						useitem				CD-Purple			1	1	state		196	1	1	CD-Tracker			4	4	CD-Blue			-1	-1	state		192	-1	-1																																																											0
Weapon Dye - Blue -> White	1			100	18	378	3		2	weap	y53						useitem				CD-White			1	1	state		190	1	1	CD-Tracker			-2	-2	CD-Blue			-1	-1	state		192	-1	-1																																																											0
Weapon Dye - Blue -> Black	1			100	18	378	3		2	weap	y54						useitem				CD-Black			1	1	state		191	1	1	CD-Tracker			-1	-1	CD-Blue			-1	-1	state		192	-1	-1																																																											0
Weapon Dye - Blue -> Clear	1			100	18	378	3		2	weap	y52						useitem				CD-Blue			-1	-1	state		192	-1	-1	CD-Tracker			-3	-3																																																																					0
Weapon Dye - Red -> Green	1			100	18	378	4		2	weap	y57						useitem				CD-Green			1	1	state		194	1	1	CD-Tracker			1	1	CD-Red			-1	-1	state		193	-1	-1																																																											0
Weapon Dye - Red -> Yellow	1			100	18	378	4		2	weap	y58						useitem				CD-Yellow			1	1	state		195	1	1	CD-Tracker			2	2	CD-Red			-1	-1	state		193	-1	-1																																																											0
